2021,Carlos9438,geografia,0.0
2014,Maria6028,geografia,0.0
2012,Carlos9544,portugues,0.0
2016,Joao4556,matematica,0.0
2022,Bruno2611,matematica,0.0
2022,Patricia5997,matematica,0.0
2011,Maria8467,portugues,0.0
2021,Joao9538,portugues,0.0
2021,Ana969,matematica,0.0
2020,Camila2579,geografia,0.0
2018,Pedro754,geografia,0.0
2014,Joao3636,geografia,0.0
2017,Camila5732,matematica,0.0
2021,Ana1118,matematica,0.0
2015,Joao4851,geografia,0.0
2010,Pedro1186,geografia,0.0
2013,Patricia808,geografia,0.0
2023,Carlos61,matematica,0.0
2016,Joao9047,portugues,0.0
2021,Pedro2543,matematica,0.0
2020,Patricia7694,matematica,0.0
2011,Maria360,matematica,0.0
2017,Julia8167,matematica,0.0
2012,Jose2597,geografia,0.0
2022,Bruno9248,geografia,0.0
2020,Patricia5329,geografia,0.0
2021,Bruno8104,portugues,0.0
2012,Julia2739,portugues,0.0
2017,Patricia772,portugues,0.0
2017,Carlos3066,geografia,0.0
2022,Maria4411,matematica,0.0
2021,Carlos3079,matematica,0.0
2011,Joao7569,geografia,0.0
2016,Joao5963,geografia,0.0
2010,Maria1555,portugues,0.0
2019,Jose1374,geografia,0.0
2022,Carlos41,portugues,0.0
2012,Patricia3700,geografia,0.0
2013,Pedro3315,matematica,0.0
2012,Joao6472,matematica,0.0
2011,Maria2377,matematica,0.0
2015,Bruno3915,matematica,0.0
2019,Ana4376,matematica,0.0
2017,Pedro4416,portugues,0.0
2021,Pedro6098,geografia,0.0
2018,Joao7840,geografia,0.0
2019,Pedro923,geografia,0.0
2023,Julia8305,geografia,0.0
2019,Joao8324,portugues,0.0
2011,Ana2136,portugues,0.0
2012,Joao2447,matematica,0.0
2010,Maria7684,portugues,0.0
2012,Camila4295,matematica,0.0
2017,Patricia8952,geografia,0.0
2012,Patricia4748,matematica,0.0
2021,Bruno7977,matematica,0.0
2023,Jose7359,portugues,0.0
2016,Jose6227,geografia,0.0
2012,Pedro7364,matematica,0.0
2019,Jose4319,geografia,0.0
2019,Patricia9954,matematica,0.0
2019,Ana8464,matematica,0.0
2019,Jose2304,matematica,0.0
2010,Carlos2874,portugues,0.0
2019,Camila2360,geografia,0.0
2016,Joao8640,geografia,0.0
2019,Patricia1591,matematica,0.0
2010,Patricia6764,matematica,0.0
2013,Ana1977,portugues,0.0
2012,Carlos6609,matematica,0.0
2011,Ana7385,portugues,0.0
2019,Camila6651,portugues,0.0
2013,Patricia7359,geografia,0.0
2013,Camila2112,portugues,0.0
2020,Jose5188,geografia,0.0
2013,Jose6034,matematica,0.0
2021,Bruno4871,geografia,0.0
2011,Carlos3252,portugues,0.0
2022,Pedro7186,portugues,0.0
2023,Jose7156,geografia,0.0
2018,Maria9556,matematica,0.0
2023,Pedro2626,geografia,0.0
2023,Carlos1460,portugues,0.0
2010,Joao2804,geografia,0.0
2016,Jose5054,geografia,0.0
2021,Julia3492,matematica,0.0
2010,Camila7059,matematica,0.0
2022,Camila27,portugues,0.0
2023,Julia6994,portugues,0.0
2021,Jose2156,geografia,0.0
2022,Julia9078,geografia,0.0
2014,Carlos1271,portugues,0.0
2022,Camila8825,portugues,0.0
2017,Patricia6801,matematica,0.0
2019,Camila4850,portugues,0.0
2011,Patricia4302,geografia,0.0
2023,Maria2629,matematica,0.0
2010,Julia3520,geografia,0.0
2018,Ana1383,matematica,0.0
2021,Camila2261,portugues,0.0
2021,Jose3543,portugues,0.0
2010,Pedro4574,geografia,0.0
2013,Maria9030,portugues,0.0
2022,Jose57,geografia,0.0
2010,Carlos6653,portugues,0.0
2019,Ana4376,matematica,0.0
2018,Ana3187,geografia,0.0
2012,Pedro9397,portugues,0.0
2013,Joao2948,matematica,0.0
2015,Maria6885,portugues,0.0
2019,Patricia1956,matematica,0.0
2012,Maria9320,geografia,0.0
2013,Maria7739,geografia,0.0
2015,Bruno530,geografia,0.0
2020,Julia8968,geografia,0.0
2014,Jose4769,matematica,0.0
2011,Bruno6941,portugues,0.0
2011,Carlos9337,portugues,0.0
2022,Patricia9678,portugues,0.0
2018,Pedro677,matematica,0.0
2015,Camila1028,portugues,0.0
2016,Ana6836,portugues,0.0
2021,Maria5233,matematica,0.0
2021,Carlos808,geografia,0.0
2012,Patricia9117,matematica,0.0
2020,Joao7873,matematica,0.0
2022,Joao4704,geografia,0.0
2021,Maria4543,portugues,0.0
2011,Maria5577,matematica,0.0
2019,Jose703,matematica,0.0
2013,Patricia7968,portugues,0.0
2017,Ana1470,matematica,0.0
2017,Maria3115,matematica,0.0
2020,Pedro3319,matematica,0.0
2023,Jose525,geografia,0.0
2022,Patricia1450,matematica,0.0
2019,Bruno2264,geografia,0.0
2017,Patricia600,portugues,0.0
2011,Carlos5721,matematica,0.0
2014,Pedro454,matematica,0.0
2015,Jose2181,portugues,0.0
2023,Bruno3314,portugues,0.0
2013,Carlos313,geografia,0.0
2020,Camila3678,matematica,0.0
2022,Maria7794,geografia,0.0
2015,Maria38,portugues,0.0
2017,Jose962,geografia,0.0
2017,Carlos3721,portugues,0.0
2017,Carlos5797,matematica,0.0
2017,Bruno7891,portugues,0.0
2019,Jose8262,portugues,0.0
2014,Maria8604,matematica,0.0
2019,Jose9896,portugues,0.0
2010,Jose7102,geografia,0.0
2013,Camila1210,matematica,0.0
2017,Bruno3847,matematica,0.0
2013,Ana9063,geografia,0.0
2020,Maria1893,geografia,0.0
2015,Patricia6993,matematica,0.0
2018,Julia2430,portugues,0.0
2016,Pedro7495,portugues,0.0
2020,Jose1766,matematica,0.0
2020,Ana4681,portugues,0.0
2016,Julia2254,matematica,0.0
2016,Jose5466,geografia,0.0
2019,Patricia249,geografia,0.0
2020,Ana4292,geografia,0.0
2020,Maria9479,matematica,0.0
2017,Bruno148,matematica,0.0
2019,Pedro1393,geografia,0.0
2021,Joao2446,matematica,0.0
2012,Patricia7511,portugues,0.0
2021,Bruno7315,matematica,0.0
2014,Pedro2083,matematica,0.0
2022,Ana2153,portugues,0.0
2010,Julia7254,matematica,0.0
2022,Maria1373,portugues,0.0
2016,Patricia81,portugues,0.0
2021,Maria8669,portugues,0.0
2018,Camila901,portugues,0.0
2014,Maria1186,portugues,0.0
2022,Maria4644,portugues,0.0
2012,Ana7975,matematica,0.0
2016,Maria2578,geografia,0.0
2011,Carlos6472,portugues,0.0
2022,Bruno7063,geografia,0.0
2017,Julia1415,geografia,0.0
2012,Maria2844,portugues,0.0
2023,Camila7002,matematica,0.0
2017,Maria1225,geografia,0.0
2020,Joao5817,portugues,0.0
2010,Ana6531,geografia,0.0
2021,Jose9570,portugues,0.0
2018,Ana2072,portugues,0.0
2023,Joao9421,geografia,0.0
2022,Jose1936,matematica,0.0
2013,Bruno2564,geografia,0.0
2022,Pedro9855,geografia,0.0
2022,Ana2001,geografia,0.0
2023,Ana2421,matematica,0.0
2016,Bruno4039,matematica,0.0
2023,Camila5984,matematica,0.0
2020,Carlos9840,portugues,0.0
2013,Carlos2671,matematica,0.0
2015,Ana2195,portugues,0.0
2011,Pedro9671,geografia,0.0
2010,Ana6214,matematica,0.0
2020,Patricia8096,geografia,0.0
2022,Maria3477,matematica,0.0
2011,Maria605,matematica,0.0
2022,Bruno2914,portugues,0.0
2016,Camila6274,matematica,0.0
2014,Camila164,geografia,0.0
2021,Pedro8774,matematica,0.0
2015,Carlos1304,matematica,0.0
2012,Joao4297,matematica,0.0
2011,Ana2085,geografia,0.0
2021,Bruno7368,portugues,0.0
2014,Julia1395,geografia,0.0
2023,Pedro2610,matematica,0.0
2011,Maria1609,portugues,0.0
2022,Julia4302,matematica,0.0
2016,Patricia5868,geografia,0.0
2017,Pedro9477,geografia,0.0
2012,Joao6486,portugues,0.0
2013,Ana1992,portugues,0.0
2015,Camila3626,matematica,0.0
2022,Carlos2085,geografia,0.0
2012,Maria1463,geografia,0.0
2015,Jose143,portugues,0.0
2017,Julia7892,geografia,0.0
2012,Camila8381,geografia,0.0
2017,Patricia912,portugues,0.0
2019,Jose7812,portugues,0.0
2020,Jose5677,matematica,0.0
2012,Pedro43,geografia,0.0
2022,Camila7151,portugues,0.0
2011,Patricia7062,matematica,0.0
2014,Pedro1554,portugues,0.0
2012,Bruno698,geografia,0.0
2016,Ana7080,portugues,0.0
2015,Julia7180,geografia,0.0
2011,Camila4931,geografia,0.0
2015,Patricia7080,matematica,0.0
2017,Jose1674,portugues,0.0
2010,Bruno3245,geografia,0.0
2012,Jose6625,geografia,0.0
2020,Carlos1915,portugues,0.0
2013,Maria534,geografia,0.0
2019,Jose815,portugues,0.0
2012,Carlos1587,matematica,0.0
2016,Camila420,portugues,0.0
2023,Joao3140,matematica,0.0
2021,Joao1535,portugues,0.0
2017,Maria6666,geografia,0.0
2022,Carlos1789,geografia,0.0
2015,Bruno9776,matematica,0.0
2019,Pedro232,matematica,0.0
2014,Ana4414,matematica,0.0
2018,Carlos7697,portugues,0.0
2017,Jose6172,matematica,0.0
2015,Ana4067,geografia,0.0
2017,Camila265,geografia,0.0
2012,Ana702,matematica,0.0
2016,Camila7060,portugues,0.0
2021,Julia3681,matematica,0.0
2016,Carlos1298,geografia,0.0
2023,Camila1962,geografia,0.0
2020,Bruno5209,matematica,0.0
2011,Jose9687,geografia,0.0
2015,Patricia8364,matematica,0.0
2022,Camila8844,matematica,0.0
2018,Ana2241,portugues,0.0
2018,Jose1712,geografia,0.0
2022,Pedro7572,geografia,0.0
2022,Pedro4169,portugues,0.0
2011,Ana5015,portugues,0.0
2021,Patricia6021,geografia,0.0
2021,Pedro2316,portugues,0.0
2020,Camila217,portugues,0.0
2017,Jose1601,portugues,0.0
2018,Ana1454,geografia,0.0
2016,Bruno1335,geografia,0.0
2021,Carlos3327,geografia,0.0
2023,Patricia998,portugues,0.0
2012,Patricia454,geografia,0.0
2019,Ana7839,portugues,0.0
2016,Joao4121,matematica,0.0
2017,Carlos992,matematica,0.0
2016,Bruno9387,geografia,0.0
2010,Ana7503,geografia,0.0
2023,Patricia2425,portugues,0.0
2022,Maria2524,geografia,0.0
2020,Carlos1954,matematica,0.0
2017,Joao7329,matematica,0.0
2011,Ana4734,matematica,0.0
2018,Carlos7113,matematica,0.0
2018,Maria4915,portugues,0.0
2012,Bruno995,geografia,0.0
2014,Carlos5902,matematica,0.0
2014,Bruno1299,geografia,0.0
2015,Pedro1166,matematica,0.0
2010,Maria9423,geografia,0.0
2012,Carlos4941,matematica,0.0
2015,Maria2198,portugues,0.0
2022,Bruno6902,matematica,0.0
2011,Jose8903,portugues,0.0
2011,Carlos2276,portugues,0.0
2015,Pedro1564,matematica,0.0
2019,Jose1207,portugues,0.0
2020,Carlos8888,geografia,0.0
2013,Camila1829,geografia,0.0
2018,Joao2623,geografia,0.0
2015,Bruno435,portugues,0.0
2020,Ana6329,geografia,0.0
2014,Pedro5022,geografia,0.0
2016,Bruno5380,portugues,0.0
2016,Bruno394,matematica,0.0
2021,Patricia1974,geografia,0.0
2022,Joao2404,portugues,0.0
2015,Pedro6640,matematica,0.0
2017,Julia357,matematica,0.0
2021,Julia3114,matematica,0.0
2012,Pedro1764,matematica,0.0
2021,Julia5830,matematica,0.0
2018,Camila3531,geografia,0.0
2021,Jose3003,matematica,0.0
2015,Bruno780,geografia,0.0
2017,Pedro5057,geografia,0.0
2015,Julia281,matematica,0.0
2011,Ana6722,matematica,0.0
2019,Ana1467,portugues,0.0
2021,Joao8263,matematica,0.0
2022,Bruno9957,geografia,0.0
2023,Ana7568,matematica,0.0
2010,Camila6175,matematica,0.0
2021,Maria957,portugues,0.0
2018,Julia8465,portugues,0.0
2014,Joao5118,geografia,0.0
2016,Jose5311,matematica,0.0
2010,Patricia2397,geografia,0.0
2014,Bruno9405,portugues,0.0
2015,Pedro6110,geografia,0.0
2010,Camila6570,matematica,0.0
2011,Ana2884,geografia,0.0
2017,Carlos5764,matematica,0.0
2018,Carlos5352,portugues,0.0
2020,Patricia5378,geografia,0.0
2021,Patricia4394,portugues,0.0
2022,Bruno2239,geografia,0.0
2017,Pedro5970,geografia,0.0
2011,Pedro549,geografia,0.0
2022,Bruno4924,geografia,0.0
2016,Pedro1350,geografia,0.0
2015,Carlos8509,portugues,0.0
2011,Bruno3180,geografia,0.0
2019,Bruno4605,portugues,0.0
2020,Camila7632,geografia,0.0
2015,Carlos7242,portugues,0.0
2021,Carlos8064,portugues,0.0
2021,Ana8358,geografia,0.0
2021,Pedro6275,matematica,0.0
2017,Jose3928,portugues,0.0
2021,Bruno6845,matematica,0.0
2018,Maria5975,matematica,0.0
2021,Maria8410,geografia,0.0
2020,Julia3617,portugues,0.0
2016,Bruno2191,geografia,0.0
2021,Bruno7093,geografia,0.0
2014,Bruno1468,portugues,0.0
2012,Carlos3616,matematica,0.0
2021,Pedro2500,portugues,0.0
2018,Julia8779,geografia,0.0
2019,Carlos8523,geografia,0.0
2013,Patricia414,portugues,0.0
2014,Julia9419,portugues,0.0
2020,Camila8125,matematica,0.0
2018,Carlos952,matematica,0.0
2016,Ana8513,geografia,0.0
2016,Patricia522,portugues,0.0
2019,Carlos3845,geografia,0.0
2014,Camila6460,portugues,0.0
2014,Camila9946,portugues,0.0
2014,Camila481,geografia,0.0
2012,Ana5946,geografia,0.0
2010,Ana9416,geografia,0.0
2014,Julia246,portugues,0.0
2015,Joao8662,portugues,0.0
2021,Joao3567,matematica,0.0
